[23:28:22.918] [INFO] [src/statusbar.c:66] netlink monitor started (link + addr events)
[23:28:22.926] [INFO] [src/draw.c:796] net icon paths: wifi100=/nix/store/zkhbdqqkxvv03xrgx21hg1r1z72v945p-nixlytile-git/bin/../share/nixlytile/images/svg/wifi_100.svg wifi75=/nix/store/zkhbdqqkxvv03xrgx21hg1r1z72v945p-nixlytile-git/bin/../share/nixlytile/images/svg/wifi_75.svg wifi50=/nix/store/zkhbdqqkxvv03xrgx21hg1r1z72v945p-nixlytile-git/bin/../share/nixlytile/images/svg/wifi_50.svg wifi25=/nix/store/zkhbdqqkxvv03xrgx21hg1r1z72v945p-nixlytile-git/bin/../share/nixlytile/images/svg/wifi_25.svg eth=/nix/store/zkhbdqqkxvv03xrgx21hg1r1z72v945p-nixlytile-git/bin/../share/nixlytile/images/svg/ethernet.svg noconn=/nix/store/zkhbdqqkxvv03xrgx21hg1r1z72v945p-nixlytile-git/bin/../share/nixlytile/images/svg/no_connection.svg
[23:28:22.931] [INFO] [src/gaming.c:3988] GPU 0: /dev/dri/card1 [/dev/dri/renderD128] driver=nvidia discrete=1 pci=0000:01:00.0
[23:28:22.931] [INFO] [src/gaming.c:4057] Selected discrete GPU: card1 (0000:01:00.0) driver=nvidia
[23:28:22.932] [INFO] [src/gaming.c:4095] dGPU: holding /dev/dri/renderD128 open (fd=18) to prevent D3cold
[23:28:22.932] [INFO] [src/gaming.c:4141] NVIDIA: driver version 595.58.03 (major=595)
[23:28:22.932] [INFO] [src/gaming.c:4260] dGPU: D3cold prevention active — power/control=on + render node held open
[23:28:22.932] [INFO] [libseat] [libseat/backend/seatd.c:64] Could not connect to socket /run/seatd.sock: No such file or directory
[23:28:22.932] [INFO] [libseat] [libseat/libseat.c:76] Backend 'seatd' failed to open seat, skipping
[23:28:22.934] [INFO] [libseat] [libseat/libseat.c:73] Seat opened with backend 'logind'
[23:28:22.934] [INFO] [backend/session/session.c:117] Successfully loaded libseat session
[23:28:22.938] [INFO] [backend/backend.c:248] Found 1 GPUs
[23:28:22.938] [INFO] [backend/drm/backend.c:263] Initializing DRM backend for /dev/dri/card1 (nvidia-drm)
[23:28:22.938] [DEBUG] [backend/drm/drm.c:112] Using atomic DRM interface
[23:28:22.938] [DEBUG] [backend/drm/drm.c:140] ADDFB2 modifiers supported
[23:28:22.938] [INFO] [backend/drm/drm.c:315] Found 4 DRM CRTCs
[23:28:22.938] [INFO] [backend/drm/drm.c:273] Found 12 DRM planes
[23:28:22.971] [INFO] [render/egl.c:205] Supported EGL client extensions: EGL_EXT_platform_base EGL_EXT_device_base EGL_EXT_device_enumeration EGL_EXT_device_query EGL_KHR_client_get_all_proc_addresses EGL_EXT_client_extensions EGL_KHR_debug EGL_KHR_platform_x11 EGL_EXT_platform_x11 EGL_EXT_platform_device EGL_MESA_platform_surfaceless EGL_EXT_explicit_device EGL_KHR_platform_wayland EGL_EXT_platform_wayland EGL_KHR_platform_gbm EGL_MESA_platform_gbm EGL_EXT_platform_xcb
[23:28:22.977] [DEBUG] [render/egl.c:523] Using EGL device /dev/dri/card1
[23:28:22.980] [INFO] [render/egl.c:369] Using EGL 1.5
[23:28:22.980] [INFO] [render/egl.c:370] Supported EGL display extensions: EGL_ANDROID_native_fence_sync EGL_EXT_buffer_age EGL_EXT_client_sync EGL_EXT_create_context_robustness EGL_EXT_image_dma_buf_import EGL_EXT_image_dma_buf_import_modifiers EGL_MESA_image_dma_buf_export EGL_EXT_output_base EGL_EXT_output_drm EGL_EXT_protected_content EGL_EXT_stream_consumer_egloutput EGL_EXT_stream_acquire_mode EGL_EXT_sync_reuse EGL_IMG_context_priority EGL_KHR_config_attribs EGL_KHR_create_context_no_error EGL_KHR_context_flush_control EGL_KHR_create_context EGL_KHR_fence_sync EGL_KHR_get_all_proc_addresses EGL_KHR_partial_update EGL_KHR_swap_buffers_with_damage EGL_KHR_no_config_context EGL_KHR_gl_colorspace EGL_KHR_gl_renderbuffer_image EGL_KHR_gl_texture_2D_image EGL_KHR_gl_texture_3D_image EGL_KHR_gl_texture_cubemap_image EGL_KHR_image EGL_KHR_image_base EGL_KHR_reusable_sync EGL_KHR_stream EGL_KHR_stream_attrib EGL_KHR_stream_consumer_gltexture EGL_KHR_stream_cross_process_fd EGL_KHR_stream_fifo EGL_KHR_stream_producer_eglsurface EGL_KHR_surfaceless_context EGL_KHR_wait_sync EGL_NV_nvrm_fence_sync EGL_NV_quadruple_buffer EGL_NV_stream_consumer_eglimage EGL_NV_stream_cross_display EGL_NV_stream_cross_object EGL_NV_stream_cross_process EGL_NV_stream_cross_system EGL_NV_stream_dma EGL_NV_stream_flush EGL_NV_stream_metadata EGL_NV_stream_remote EGL_NV_stream_reset EGL_NV_stream_socket EGL_NV_stream_socket_inet EGL_NV_stream_socket_unix EGL_NV_stream_sync EGL_NV_stream_fifo_next EGL_NV_stream_fifo_synchronous EGL_NV_stream_consumer_gltexture_yuv EGL_NV_stream_attrib EGL_NV_stream_origin EGL_NV_system_time EGL_NV_output_drm_flip_event EGL_NV_triple_buffer EGL_NV_robustness_video_memory_purge EGL_WL_bind_wayland_display EGL_WL_wayland_eglstream
[23:28:22.980] [INFO] [render/egl.c:372] Supported EGL device extensions: EGL_NV_device_cuda EGL_EXT_device_drm EGL_EXT_device_drm_render_node EGL_EXT_device_query_name EGL_EXT_device_persistent_id
[23:28:22.980] [INFO] [render/egl.c:374] EGL vendor: NVIDIA
[23:28:22.980] [INFO] [render/egl.c:376] EGL driver name: nvidia
[23:28:22.980] [DEBUG] [render/egl.c:120] Supported DMA-BUF formats:
[23:28:22.981] [DEBUG] [render/egl.c:169]   AB24 (0x34324241)
[23:28:24.273] [DEBUG] [types/wlr_compositor.c:786] New wlr_surface 0x563764fb3bf0 (res 0x563764ed3e40)
[23:28:24.273] [DEBUG] [types/wlr_layer_shell_v1.c:502] new layer_surface 0x563764f9a7c0 (res 0x563764cc7e80)
[23:28:24.280] [DEBUG] [types/wlr_compositor.c:786] New wlr_surface 0x563764f6c580 (res 0x563764f6c950)
[23:28:24.280] [DEBUG] [types/wlr_layer_shell_v1.c:502] new layer_surface 0x563764f79760 (res 0x563764ccbf40)
[23:28:26.813] [DEBUG] [src/input.c:1780] keypress: forwarding key 125 to client, focused_surface=(nil)
[23:28:28.364] [INFO] [src/bluetooth.c:360] Started Bluetooth discovery for controllers
[23:28:30.834] [DEBUG] [src/input.c:1780] keypress: forwarding key 125 to client, focused_surface=(nil)
[23:28:32.536] [INFO] [xwayland/server.c:107] Starting Xwayland on :0
[23:28:32.536] [INFO] [xwayland/server.c:125] Using Xwayland binary '/run/current-system/sw/bin/Xwayland' due to WLR_XWAYLAND
[23:28:32.673] [DEBUG] [types/wlr_compositor.c:786] New wlr_surface 0x56376505fa40 (res 0x56376505fe10)
[23:28:32.673] [DEBUG] [xwayland/server.c:283] Xserver is ready
[23:28:32.673] [DEBUG] [xwayland/xwm.c:2329] xfixes version: 6.0
[23:28:32.673] [DEBUG] [xwayland/xwm.c:2350] xres version: 1.2
[23:28:32.673] [INFO] [src/nixlytile.c:3968] XWayland server is ready (DISPLAY=:0)
[23:28:32.674] [INFO] [src/nixlytile.c:4036] XWayland: GLX extension is available — OpenGL X11 apps (blender, freecad, etc.) should work
[23:28:32.674] [INFO] [src/nixlytile.c:4066] XWayland ready: XCB verified, GPU=nvidia, DISPLAY=:0
[23:28:32.675] [DEBUG] [types/wlr_compositor.c:786] New wlr_surface 0x563764ff9420 (res 0x563764ff97f0)
[23:28:32.675] [DEBUG] [xwayland/xwm.c:2095] New xwayland surface: 0x563764ff9420
[23:28:32.685] [DEBUG] [xwayland/xwm.c:702] XCB_ATOM_NET_STARTUP_ID: (null)
[23:28:32.685] [DEBUG] [xwayland/xwm.c:1987] unhandled X11 event: MappingNotify (34)
[23:28:32.685] [DEBUG] [xwayland/xwm.c:1987] unhandled X11 event: MappingNotify (34)
[23:28:32.706] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 34 (WM_COMMAND) for window 14680065
[23:28:32.706] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 36 (WM_CLIENT_MACHINE) for window 14680065
[23:28:32.706] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 361 (WM_LOCALE_NAME) for window 14680065
[23:28:32.710] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 371 (STEAM_BIGPICTURE) for window 4194306
[23:28:32.979] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 280 (WM_STATE) for window 12582917
[23:28:33.227] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 36 (WM_CLIENT_MACHINE) for window 20971530
[23:28:33.228] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 361 (WM_LOCALE_NAME) for window 20971530
[23:28:33.228] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 410 (_NET_WM_BYPASS_COMPOSITOR) for window 20971530
[23:28:33.228] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 20971530
[23:28:33.459] [DEBUG] [src/bluetooth.c:399] Stopped Bluetooth discovery
[23:28:33.890] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 36 (WM_CLIENT_MACHINE) for window 20971530
[23:28:33.890] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 361 (WM_LOCALE_NAME) for window 20971530
[23:28:33.890] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 410 (_NET_WM_BYPASS_COMPOSITOR) for window 20971530
[23:28:33.890] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 20971530
[23:28:34.614] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 495 (STEAM_GAME) for window 25165825
[23:28:34.614] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 332 (_NET_WM_ICON_NAME) for window 25165825
[23:28:34.614] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 37 (WM_ICON_NAME) for window 25165825
[23:28:34.614] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 36 (WM_CLIENT_MACHINE) for window 25165825
[23:28:34.615] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 361 (WM_LOCALE_NAME) for window 25165825
[23:28:34.615] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 360 (WM_CLIENT_LEADER) for window 25165825
[23:28:34.615] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 34 (WM_COMMAND) for window 25165825
[23:28:34.615] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 36 (WM_CLIENT_MACHINE) for window 25165825
[23:28:34.615] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 361 (WM_LOCALE_NAME) for window 25165825
[23:28:34.638] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 36 (WM_CLIENT_MACHINE) for window 25165827
[23:28:34.638] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 361 (WM_LOCALE_NAME) for window 25165827
[23:28:34.639] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 360 (WM_CLIENT_LEADER) for window 25165827
[23:28:34.639] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 365 (_NET_WM_USER_TIME_WINDOW) for window 25165827
[23:28:34.639] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 25165827
[23:28:34.639] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 465 (_NET_WM_OPAQUE_REGION) for window 25165827
[23:28:34.686] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 25165827
[23:28:34.705] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 459 (_GTK_THEME_VARIANT) for window 25165827
[23:28:34.723] [DEBUG] [types/wlr_compositor.c:786] New wlr_surface 0x56376513ff00 (res 0x56376501a190)
[23:28:35.942] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 361 (WM_LOCALE_NAME) for window 29360175
[23:28:35.942] [DEBUG] [xwayland/xwm.c:754] Invalid WM_NAME/NET_WM_NAME property type
[23:28:35.942] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360175
[23:28:36.000] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 29360185
[23:28:36.000] [DEBUG] [xwayland/xwm.c:754] Invalid WM_NAME/NET_WM_NAME property type
[23:28:36.000] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360185
[23:28:36.005] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 495 (STEAM_GAME) for window 29360185
[23:28:36.011] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:36.012] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 315 (XdndProxy) for window 29360185
[23:28:36.016] [DEBUG] [xwayland/xwm.c:754] Invalid WM_NAME/NET_WM_NAME property type
[23:28:36.016] [DEBUG] [xwayland/xwm.c:754] Invalid WM_NAME/NET_WM_NAME property type
[23:28:36.108] [DEBUG] [types/wlr_compositor.c:786] New wlr_surface 0x563765142f70 (res 0x563765143340)
[23:28:36.108] [DEBUG] [xwayland/xwm.c:2095] New xwayland surface: 0x563765142f70
[23:28:36.109] [DEBUG] [xwayland/xwm.c:754] Invalid WM_NAME/NET_WM_NAME property type
[23:28:36.109] [DEBUG] [xwayland/xwm.c:702] XCB_ATOM_NET_STARTUP_ID: (null)
[23:28:36.109] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 280 (WM_STATE) for window 29360185
[23:28:36.110] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 705x440
[23:28:36.110] [INFO] [src/client.c:666] mapnotify: X11 client mapped, class='steam'
[23:28:36.110] [INFO] [src/client.c:193] applyrules: pending launch matched pid 21046 → tags=0x1 output=DP-1
[23:28:36.110] [INFO] [src/client.c:419] focusclient: giving keyboard focus to 'steam', keyboard=0x563764be6d70
[23:28:36.115] [DEBUG] [xwayland/xwm.c:1987] unhandled X11 event: FocusOut (10)
[23:28:36.115] [DEBUG] [xwayland/xwm.c:1987] unhandled X11 event: FocusOut (10)
[23:28:36.145] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 705x440
[23:28:36.168] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 705x440
[23:28:36.171] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 705x440
[23:28:38.017] [INFO] [src/tray.c:1303] tray: registered :1.94/org/ayatana/NotificationItem/steam
[23:28:38.118] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 361 (WM_LOCALE_NAME) for window 29360194
[23:28:38.118] [DEBUG] [xwayland/xwm.c:754] Invalid WM_NAME/NET_WM_NAME property type
[23:28:38.118] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360194
[23:28:38.129] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 29360196
[23:28:38.129] [DEBUG] [xwayland/xwm.c:754] Invalid WM_NAME/NET_WM_NAME property type
[23:28:38.129] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360196
[23:28:38.134] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 280 (WM_STATE) for window 12582925
[23:28:38.141] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 495 (STEAM_GAME) for window 29360196
[23:28:38.144] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:38.144] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:38.145] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 315 (XdndProxy) for window 29360196
[23:28:38.150] [DEBUG] [xwayland/xwm.c:754] Invalid WM_NAME/NET_WM_NAME property type
[23:28:38.150] [DEBUG] [xwayland/xwm.c:754] Invalid WM_NAME/NET_WM_NAME property type
[23:28:38.156] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 36 (WM_CLIENT_MACHINE) for window 8388663
[23:28:38.156] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 361 (WM_LOCALE_NAME) for window 8388663
[23:28:38.157] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 8388663
[23:28:38.157] [DEBUG] [xwayland/xwm.c:754] Invalid WM_NAME/NET_WM_NAME property type
[23:28:38.157] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 8388663
[23:28:38.180] [DEBUG] [xwayland/xwm.c:1987] unhandled X11 event: ReparentNotify (21)
[23:28:38.180] [DEBUG] [xwayland/xwm.c:1987] unhandled X11 event: FocusOut (10)
[23:28:38.180] [DEBUG] [xwayland/xwm.c:1987] unhandled X11 event: ReparentNotify (21)
[23:28:38.183] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 705x440
[23:28:38.240] [ERROR] [xwayland/xwm.c:1449] Failed to get window property
[23:28:38.240] [ERROR] [xwayland/xwm.c:1960] xcb error: op ChangeWindowAttributes (no minor), code Window (no extension), sequence 521, value 8388672
[23:28:38.240] [ERROR] [xwayland/xwm.c:1960] xcb error: op ChangeProperty (no minor), code Window (no extension), sequence 525, value 29360185
[23:28:38.240] [ERROR] [xwayland/xwm.c:1960] xcb error: op ConfigureWindow (no minor), code Window (no extension), sequence 527, value 29360185
[23:28:38.241] [ERROR] [xwayland/xwm.c:1960] xcb error: op ConfigureWindow (no minor), code Window (no extension), sequence 529, value 29360185
[23:28:38.241] [ERROR] [xwayland/xwm.c:1960] xcb error: op ChangeProperty (no minor), code Window (no extension), sequence 532, value 29360185
[23:28:38.241] [ERROR] [xwayland/xwm.c:1960] xcb error: op DeleteProperty (no minor), code Window (no extension), sequence 533, value 29360185
[23:28:38.241] [ERROR] [xwayland/xwm.c:1960] xcb error: op ChangeProperty (no minor), code Window (no extension), sequence 535, value 29360185
[23:28:38.241] [ERROR] [xwayland/xwm.c:1960] xcb error: op DeleteProperty (no minor), code Window (no extension), sequence 536, value 29360185
[23:28:38.303] [DEBUG] [types/wlr_compositor.c:786] New wlr_surface 0x563765142f70 (res 0x563765145b50)
[23:28:38.303] [DEBUG] [xwayland/xwm.c:2095] New xwayland surface: 0x563765142f70
[23:28:38.305] [DEBUG] [xwayland/xwm.c:754] Invalid WM_NAME/NET_WM_NAME property type
[23:28:38.305] [DEBUG] [xwayland/xwm.c:702] XCB_ATOM_NET_STARTUP_ID: (null)
[23:28:38.305] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 280 (WM_STATE) for window 29360196
[23:28:38.305] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 3428x1399
[23:28:38.306] [INFO] [src/client.c:666] mapnotify: X11 client mapped, class='steam'
[23:28:38.306] [INFO] [src/client.c:419] focusclient: giving keyboard focus to 'steam', keyboard=0x563764be6d70
[23:28:38.331] [DEBUG] [xwayland/xwm.c:1987] unhandled X11 event: FocusOut (10)
[23:28:38.331] [DEBUG] [xwayland/xwm.c:1987] unhandled X11 event: FocusOut (10)
[23:28:38.360] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 3428x1399
[23:28:38.373] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 3428x1399
[23:28:38.379] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 3428x1399
[23:28:38.388] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 8388681
[23:28:38.388] [DEBUG] [xwayland/xwm.c:754] Invalid WM_NAME/NET_WM_NAME property type
[23:28:38.388] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 8388681
[23:28:38.392] [ERROR] [xwayland/xwm.c:1449] Failed to get window property
[23:28:39.009] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.009] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.010] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 3428x1399
[23:28:39.013] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 3428x1399
[23:28:39.015] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 315 (XdndProxy) for window 29360196
[23:28:39.021] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 3428x1399
[23:28:39.033] [DEBUG] [render/gles2/renderer.c:157] Created GL FBO for buffer 3428x1399
[23:28:39.036] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360205
[23:28:39.047] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 29360207
[23:28:39.047] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360207
[23:28:39.050] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 495 (STEAM_GAME) for window 29360207
[23:28:39.052] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.052] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.053] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 315 (XdndProxy) for window 29360207
[23:28:39.080] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360216
[23:28:39.090] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 29360218
[23:28:39.090] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360218
[23:28:39.094] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 495 (STEAM_GAME) for window 29360218
[23:28:39.096] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.096] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.097] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 315 (XdndProxy) for window 29360218
[23:28:39.107] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360227
[23:28:39.117] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 29360229
[23:28:39.117] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360229
[23:28:39.121] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 495 (STEAM_GAME) for window 29360229
[23:28:39.123] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.123] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.124] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 315 (XdndProxy) for window 29360229
[23:28:39.134] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360238
[23:28:39.144] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 29360240
[23:28:39.144] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360240
[23:28:39.148] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 495 (STEAM_GAME) for window 29360240
[23:28:39.150] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.150] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.151] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 315 (XdndProxy) for window 29360240
[23:28:39.161] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360249
[23:28:39.172] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 29360251
[23:28:39.172] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360251
[23:28:39.176] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 495 (STEAM_GAME) for window 29360251
[23:28:39.178] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.178] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.179] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 315 (XdndProxy) for window 29360251
[23:28:39.193] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360260
[23:28:39.204] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 29360262
[23:28:39.204] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360262
[23:28:39.208] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 495 (STEAM_GAME) for window 29360262
[23:28:39.210] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.210] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.210] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 315 (XdndProxy) for window 29360262
[23:28:39.220] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360271
[23:28:39.231] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 29360273
[23:28:39.231] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360273
[23:28:39.235] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 495 (STEAM_GAME) for window 29360273
[23:28:39.237] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.237] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.238] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 315 (XdndProxy) for window 29360273
[23:28:39.248] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360282
[23:28:39.259] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 334 (_NET_WM_SYNC_REQUEST_COUNTER) for window 29360284
[23:28:39.259] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 308 (XdndAware) for window 29360284
[23:28:39.263] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 495 (STEAM_GAME) for window 29360284
[23:28:39.265] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
[23:28:39.265] [DEBUG] [xwayland/xwm.c:1113] unhandled X11 property 433 (CHROMIUM_TIMESTAMP) for window 23068681
